1,2026/04/21 00:00:00,004455667788,TRAFFIC,end,vsys2,vpn,vpn,ethernet1/1,ethernet1/2,Deny-Bad-IP,unknown,bob,vsys1,trust,untrust,10.62.245.145,8.8.8.8,203.0.113.146,198.51.100.153,17742,8080,33269,8080,0x0,tcp,drop,762784,7607,2864,1,2026/04/21 00:00:00,39693841,0,62320,8539,15007,1572,14242,56878,0x0,office365,business-and-economy,informational,client-to-server,844631,0x0,10.62.245.145,8.8.8.8,35,118,0,0,0,0,IN,US,0,0,0,0,0,31796352,67737972,22827344,82330573,57692549,11311625,11104872,91206054,10995096,87472912,25648167,17704470
1,2026/04/21 00:00:03,001122334455,TRAFFIC,end,vsys2,vpn,trust,ethernet1/1,ethernet1/2,Deny-Bad-IP,alice,unknown,vsys1,trust,untrust,172.16.249.209,52.209.55.206,203.0.113.209,198.51.100.247,26761,53,55929,53,0x0,tcp,reset-both,2520332,6324,3378,1,2026/04/21 00:00:03,34751613,0,46675,26710,5310,32019,2195,49103,0x0,office365,business-and-economy,informational,client-to-server,101085,0x0,172.16.249.209,52.209.55.206,14,119,0,0,0,0,IN,GB,0,0,0,0,0,62660709,73497335,12136694,86028632,29332446,43443709,6040508,30592667,14685623,6381057,96982063,39040052
1,2026/04/21 00:00:06,009988776655,TRAFFIC,end,vsys2,dmz,untrust,ethernet1/1,ethernet1/2,VPN-Access,svc-api,bob,vsys1,trust,untrust,10.69.212.7,52.122.196.35,203.0.113.35,198.51.100.113,54814,80,46779,80,0x0,tcp,reset-both,3950409,6367,1400,1,2026/04/21 00:00:06,66525188,0,19686,23854,34428,41686,46848,4386,0x0,dns,business-and-economy,informational,client-to-server,386094,0x0,10.69.212.7,52.122.196.35,87,8,0,0,0,0,US,GB,0,0,0,0,0,68762540,65901114,72196961,96212351,84865034,50260625,69654343,11271591,84037850,42880576,70703008,51842715
1,2026/04/21 00:00:09,009988776655,TRAFFIC,end,vsys2,dmz,trust,ethernet1/1,ethernet1/2,Allow-Web,bob,admin,vsys1,trust,untrust,192.168.102.187,142.250.62.13,203.0.113.186,198.51.100.31,32728,3389,32358,3389,0x0,tcp,reset-both,3746965,9664,4766,1,2026/04/21 00:00:09,52885286,0,11157,48826,9906,39191,1781,51325,0x0,ssl,business-and-economy,informational,client-to-server,799365,0x0,192.168.102.187,142.250.62.13,47,77,0,0,0,0,US,GB,0,0,0,0,0,55579685,30188510,12632343,91091651,65677868,11944873,66449041,86071626,49932479,66653770,29334039,94803487
1,2026/04/21 00:00:12,009988776655,TRAFFIC,end,vsys1,trust,trust,ethernet1/1,ethernet1/2,Deny-Bad-IP,alice,alice,vsys1,trust,untrust,172.16.130.212,52.200.118.162,203.0.113.16,198.51.100.172,48034,443,41052,443,0x0,tcp,reset-both,2040925,2872,564,1,2026/04/21 00:00:12,39372823,0,53733,28387,52337,10422,14175,46239,0x0,ms-rdp,business-and-economy,informational,client-to-server,532711,0x0,172.16.130.212,52.200.118.162,96,43,0,0,0,0,US,SG,0,0,0,0,0,73449872,20650128,94326732,54393394,43472518,34364803,55197127,98956346,22204772,31712395,38440175,77653181
1,2026/04/21 00:00:15,004455667788,TRAFFIC,end,vsys2,dmz,dmz,ethernet1/1,ethernet1/2,Allow-Web,svc-api,bob,vsys1,trust,untrust,10.101.202.115,142.250.117.140,203.0.113.232,198.51.100.166,12256,22,41420,22,0x0,udp,drop,2476063,9768,2620,1,2026/04/21 00:00:15,93920897,0,64692,94,38588,20637,4791,7672,0x0,office365,business-and-economy,informational,client-to-server,303273,0x0,10.101.202.115,142.250.117.140,109,99,0,0,0,0,GB,DE,0,0,0,0,0,99705859,4358681,24904094,51777747,55331115,2983863,82836395,76913035,33611906,85463965,67524118,69351602
1,2026/04/21 00:00:18,004455667788,TRAFFIC,end,vsys2,untrust,vpn,ethernet1/1,ethernet1/2,DNS-Allow,alice,unknown,vsys1,trust,untrust,192.168.190.64,142.250.216.108,203.0.113.137,198.51.100.27,18518,8080,63195,8080,0x0,udp,drop,4618366,4655,1578,1,2026/04/21 00:00:18,98696910,0,55100,52646,29395,64002,62972,60574,0x0,quic,business-and-economy,informational,client-to-server,119343,0x0,192.168.190.64,142.250.216.108,20,48,0,0,0,0,DE,DE,0,0,0,0,0,41783366,2677745,29283778,49961937,69308700,44385050,74009881,40105528,17170229,65921520,70542910,89079507
1,2026/04/21 00:00:21,009988776655,TRAFFIC,end,vsys1,untrust,dmz,ethernet1/1,ethernet1/2,Deny-Bad-IP,alice,admin,vsys1,trust,untrust,192.168.16.131,142.250.213.153,203.0.113.48,198.51.100.211,14608,8443,34929,8443,0x0,udp,reset-both,2823494,9571,1492,1,2026/04/21 00:00:21,80705305,0,30311,28318,34368,29796,4281,15123,0x0,web-browsing,business-and-economy,informational,client-to-server,153273,0x0,192.168.16.131,142.250.213.153,62,0,0,0,0,0,DE,IN,0,0,0,0,0,52722169,65028477,10731338,59701794,69527445,35832138,13530187,22394363,48781901,67587928,98345238,19126286
1,2026/04/21 00:00:24,009988776655,TRAFFIC,end,vsys1,vpn,untrust,ethernet1/1,ethernet1/2,DNS-Allow,unknown,admin,vsys1,trust,untrust,10.208.250.137,1.1.1.1,203.0.113.75,198.51.100.161,42754,123,59908,123,0x0,udp,deny,3282784,7659,2611,1,2026/04/21 00:00:24,68863148,0,13648,59914,45369,27656,31083,51798,0x0,ssl,business-and-economy,informational,client-to-server,561501,0x0,10.208.250.137,1.1.1.1,43,120,0,0,0,0,US,US,0,0,0,0,0,5043437,67169054,63202614,65646670,44469756,90698710,97640936,75107342,67342193,90566262,24049149,67768061
1,2026/04/21 00:00:27,009988776655,TRAFFIC,end,vsys2,trust,dmz,ethernet1/1,ethernet1/2,Allow-Web,svc-api,unknown,vsys1,trust,untrust,192.168.62.218,52.172.206.37,203.0.113.246,198.51.100.104,18986,80,58374,80,0x0,udp,reset-both,3002227,359,203,1,2026/04/21 00:00:27,92567504,0,63818,3029,6763,57653,17347,36207,0x0,ssl,business-and-economy,informational,client-to-server,165618,0x0,192.168.62.218,52.172.206.37,3,39,0,0,0,0,IN,SG,0,0,0,0,0,66227897,61269795,90686196,29181666,46930522,70031857,32977592,11967102,13702533,26552546,73371843,94180157
